HR;Positive;Negative;Anger;Anticipation;Disgust;Fear;Joy;Sadness;Surprise;Trust
pripravnik;0;0;0;0;0;0;0;0;0;1
pristupaju?i;0;0;0;1;0;0;0;0;0;0
približavaju?i se;0;0;0;1;0;0;0;0;0;0
odobrenje;1;0;0;0;0;0;0;0;0;1
prisvajanje;0;1;0;0;0;0;0;0;0;0
odobrenje;1;0;0;0;0;0;0;0;0;0
odobriti;1;0;0;0;0;0;1;0;0;1
odobravaju?i;1;0;0;0;0;0;0;0;0;0
prigodan;1;0;0;0;0;0;0;0;0;0
prikladan;1;0;0;0;0;0;0;0;0;0
prigodnost;1;0;0;0;0;0;0;0;0;0
prikladnost;1;0;0;0;0;0;0;0;0;0
arbitar;0;0;0;0;0;0;0;0;0;1
sudac;0;0;0;0;0;0;0;0;0;1
arbitraža;0;0;0;1;0;0;0;0;0;0
arbitar;0;0;0;0;0;0;0;0;0;1
arheologija;1;0;0;1;0;0;0;0;0;0
arhai?an;0;1;0;0;0;0;0;0;0;0
arhitektura;0;0;0;0;0;0;0;0;0;1
strastven;1;0;0;1;0;0;1;0;0;0
žar;1;0;0;0;0;0;0;0;0;0
zanos;1;0;0;0;0;0;0;0;0;0
naporan;0;1;0;0;0;0;0;0;0;0
sva?ati se;0;1;1;0;0;0;0;0;0;0
svaditi se;0;1;1;0;0;0;0;0;0;0
prepirati se;0;1;1;0;0;0;0;0;0;0
argument;0;1;1;0;0;0;0;0;0;0
argumentacija;0;0;1;0;0;0;0;0;0;0
rasprava;0;0;1;0;0;0;0;0;0;0
svadljiv;0;1;0;0;0;0;0;0;0;0
sva?e;0;0;1;0;0;0;0;0;0;0
prepirke;0;0;1;0;0;0;0;0;0;0
suh;0;1;0;0;0;0;0;1;0;0
plemstvo;1;0;0;0;0;0;0;0;0;0
aristokracija;1;0;0;0;0;0;0;0;0;0
aristokratski;1;0;0;0;0;0;0;0;0;0
plemi?ki;1;0;0;0;0;0;0;0;0;0
naoružanje;0;0;1;0;0;1;0;0;0;0
naoružanje;0;1;0;0;0;1;0;0;0;0
naoružan;1;1;1;0;0;1;0;0;0;0
oklop;1;0;0;0;0;1;0;0;0;1
oklopni;0;0;0;0;0;1;0;0;0;0
skladište oružja;0;0;0;0;0;0;0;0;0;1
arsenal;0;0;0;0;0;0;0;0;0;1
aroma;1;0;0;0;0;0;0;0;0;0
pobuditi;1;0;0;1;0;0;0;0;0;0
uzbuditi;1;0;0;1;0;0;0;0;0;0
?itanje optužnice;0;1;1;0;0;1;0;1;0;0
red;1;0;0;0;0;0;0;0;0;0
niz;1;0;0;0;0;0;0;0;0;0
dugovi;0;1;0;0;0;0;0;0;0;0
uhititi;0;1;0;0;0;0;0;0;0;0
uhapsiti;0;1;0;0;0;0;0;0;0;0
dolazak;0;0;0;1;0;0;0;0;0;0
sti?i;0;0;0;1;0;0;0;0;0;0
do?i;0;0;0;1;0;0;0;0;0;0
arogancija;0;1;0;0;0;0;0;0;0;0
arogantan;0;1;1;0;1;0;0;0;0;0
arsen;0;1;0;0;1;1;0;1;0;0
palež;0;1;1;0;0;1;0;0;0;0
piromanija;0;1;1;0;0;1;0;0;0;0
paliku?stvo;0;1;1;0;0;1;0;0;0;0
umjetnost;1;0;0;1;0;0;1;1;1;0
izraziti;1;0;0;0;0;0;0;0;0;0
artikulirati;1;0;0;0;0;0;0;0;0;0
jasan;1;0;0;0;0;0;0;0;0;0
artikulacija;1;0;0;0;0;0;0;0;0;0
topništvo;0;1;0;0;0;1;0;0;0;0
artiljerija;0;1;0;0;0;1;0;0;0;0
obrtnik;1;0;0;0;0;0;0;0;0;0
zanatlija;1;0;0;0;0;0;0;0;0;0
umjetnik;1;0;0;0;0;0;0;0;0;0
umjetni?ki;1;0;0;0;0;0;0;0;0;0
nadmo?;1;0;0;0;0;0;0;0;0;0
dominacija;1;0;0;0;0;0;0;0;0;0
uspon;1;0;0;0;0;0;0;0;0;0
pepeo;0;1;0;0;0;0;0;0;0;0
posramljen;0;1;0;0;1;0;0;1;0;0
posti?en;0;1;0;0;1;0;0;1;0;0
pepeo;0;1;0;0;0;0;0;1;0;0
guja;0;0;0;0;0;1;0;0;0;0
težnja;1;0;0;1;0;0;1;0;1;1
ambicija;1;0;0;1;0;0;1;0;1;1
težiti;1;0;0;1;0;0;1;0;0;0
koji teži;1;0;0;1;0;0;1;0;0;1
guzica;0;1;0;0;0;0;0;0;0;0
dupe;0;1;0;0;0;0;0;0;0;0
napasti;0;1;1;0;0;1;0;0;1;0
napada?;0;1;1;0;0;1;0;1;0;0
ubojica;0;1;1;0;0;1;0;1;0;0
atentator;0;1;1;0;0;1;0;1;0;0
ubiti;0;1;1;0;0;1;0;0;0;0
atentat;0;1;1;0;0;1;0;1;0;0
napad;0;1;1;0;0;1;0;0;0;0
skupština;1;0;0;0;0;0;0;0;0;1
skup;1;0;0;0;0;0;0;0;0;1
pristanak;1;0;0;0;0;0;0;0;0;0
tvrde?i;1;0;0;0;0;0;0;0;0;1
procjena;0;0;0;0;0;0;0;0;1;1
procjenitelj;0;0;0;0;0;0;0;0;0;1
imovina;1;0;0;0;0;0;0;0;0;0
šupak;0;1;1;0;1;0;0;0;0;0
opunomo?enik;0;0;0;0;0;0;0;0;0;1
pomo?i;1;0;0;0;0;0;0;0;0;1
asistirati;1;0;0;0;0;0;0;0;0;1
pomo?;1;0;0;0;0;0;0;0;0;0
asistencija;1;0;0;0;0;0;0;0;0;0
suradnik;1;0;0;0;0;0;0;0;0;1
partner;1;0;0;0;0;0;0;0;0;1
društvo;0;0;0;0;0;0;0;0;0;1
udruženje;0;0;0;0;0;0;0;0;0;1
ublažiti;1;0;0;0;0;0;0;0;0;0
umiriti;1;0;0;0;0;0;0;0;0;0
osiguranje;1;0;0;0;0;0;0;0;0;1
uvjerenje;1;0;0;0;0;0;0;0;0;1
osigurati;0;0;0;0;0;0;0;0;0;1
uvjeriti;0;0;0;0;0;0;0;0;0;1
osiguran;1;0;0;0;0;0;0;0;0;1
uvjeren;1;0;0;0;0;0;0;0;0;1
uvjerljivo;0;0;0;0;0;0;0;0;0;1
za?u?uju?i;1;0;0;0;0;0;0;0;1;0
?u?enje;1;0;0;0;0;0;1;0;1;0
pogrešnim putem;0;1;0;0;0;1;0;0;0;0
zalutao;0;1;0;0;0;1;0;0;0;0
trpak;0;1;0;0;0;0;0;0;0;0
astrolog;1;0;0;1;0;0;0;0;0;0
astronaut;1;0;0;0;0;0;0;0;0;0
astronom;1;0;0;1;0;0;0;0;0;0
pronicljiv;1;0;0;0;0;0;0;0;0;0
ludnica;0;1;0;0;0;1;0;0;0;0
sanatorij;0;1;0;0;0;1;0;0;0;0
asimetrija;0;0;0;0;1;0;0;0;0;0
ateizam;0;1;0;0;0;0;0;0;0;0
ateroskleroza;0;1;0;0;0;1;0;1;0;0
atleti?ar;1;0;0;0;0;0;0;0;0;0
sportaš;1;0;0;0;0;0;0;0;0;0
atletski;1;0;0;0;0;0;0;0;0;0
sportski;1;0;0;0;0;0;0;0;0;0
atom;1;0;0;0;0;0;0;0;0;0
iskupiti se;1;0;0;1;0;0;1;0;0;1
iskupljenje;1;0;0;0;0;0;0;0;0;0
grozan;0;1;1;0;1;0;0;0;0;0
okrutan;0;1;1;0;1;0;0;0;0;0
grozota;0;1;1;0;1;1;0;1;0;0
okrutnost;0;1;1;0;1;1;0;1;0;0
atrofija;0;1;0;0;1;1;0;1;0;0
privitak;1;0;0;0;0;0;0;0;0;0
prilog;1;0;0;0;0;0;0;0;0;0
napad;0;1;1;0;0;1;0;0;0;0
atak;0;1;1;0;0;1;0;0;0;0
napadaju?i;0;1;1;0;1;1;0;1;1;0
ostvarljiv;1;0;0;1;0;0;0;0;0;0
dostižan;1;0;0;1;0;0;0;0;0;0
postignu?e;1;0;0;0;0;0;0;0;0;0
dostignu?e;1;0;0;0;0;0;0;0;0;0
pokušaj;0;0;0;1;0;0;0;0;0;0
nazo?nost;0;0;0;1;0;0;0;0;0;0
prisustvovanje;0;0;0;1;0;0;0;0;0;0
pomo?nik;1;0;0;0;0;0;0;0;0;1
pratitelj;1;0;0;0;0;0;0;0;0;1
pažnja;1;0;0;0;0;0;0;0;0;0
pozornost;1;0;0;0;0;0;0;0;0;0
pažljiv;1;0;0;0;0;0;0;0;0;1
pozoran;1;0;0;0;0;0;0;0;0;1
brižljiv;1;0;0;0;0;0;0;0;0;1
oslabljen;0;1;0;0;0;0;0;0;0;0
slabljenje;0;1;0;0;0;0;0;1;0;0
posvjedo?iti;1;0;0;0;0;0;0;0;0;1
potvrditi;1;0;0;0;0;0;0;0;0;1
ovjera;0;0;0;0;0;0;0;0;0;1
atest;0;0;0;0;0;0;0;0;0;1
pravnik;1;0;1;0;0;1;0;0;0;1
odvjetnik;1;0;1;0;0;1;0;0;0;1
privla?nost;1;0;0;0;0;0;0;0;0;0
atraktivnost;1;0;0;0;0;0;0;0;0;0
atraktivnost;1;0;0;0;0;0;0;0;0;0
privla?nost;1;0;0;0;0;0;0;0;0;0
aukcija;0;0;0;1;0;0;0;0;0;0
dražba;0;0;0;1;0;0;0;0;0;0
licitacija;0;0;0;1;0;0;0;0;0;0
drskost;0;1;0;0;0;0;0;0;0;0
smjelost;0;1;0;0;0;0;0;0;0;0
publika;0;0;0;1;0;0;0;0;0;0
revizor;0;0;0;0;0;1;0;0;0;1
pove?ati;1;0;0;0;0;0;0;0;0;0
kolovoz;1;0;0;0;0;0;0;0;0;0
tetka;1;0;0;0;0;0;0;0;0;1
aura;1;0;0;0;0;0;0;0;0;0
povoljan;1;0;0;1;0;0;1;0;0;0
strog;0;1;0;0;0;1;0;1;0;0
strogost;0;1;0;0;0;0;0;0;0;0
surovost;0;1;0;0;0;0;0;0;0;0
autenti?an;1;0;0;0;0;0;1;0;0;1
vjerodostojan;1;0;0;0;0;0;1;0;0;1
potvrditi;0;0;0;0;0;0;0;0;0;1
identificirati;0;0;0;0;0;0;0;0;0;1
ovjera;0;0;0;0;0;0;0;0;0;1
potvrda;0;0;0;0;0;0;0;0;0;1
autenti?nost;1;0;0;0;0;0;0;0;0;1
vjerodostojnost;1;0;0;0;0;0;0;0;0;1
autor;1;0;0;0;0;0;0;0;0;1
pisac;1;0;0;0;0;0;0;0;0;1
autoritativan;1;0;0;0;0;0;0;0;0;1
mjerodavan;1;0;0;0;0;0;0;0;0;1
vlast;1;0;0;0;0;0;0;0;0;1
autorizacija;1;0;0;0;0;0;0;0;0;1
odobrenje;1;0;0;0;0;0;0;0;0;1
ovlaštenje;1;0;0;0;0;0;0;0;0;1
dozvola;1;0;0;0;0;0;0;0;0;1
dopuštenje;1;0;0;0;0;0;0;0;0;1
ovlast;1;0;0;0;0;0;0;0;0;1
odobriti;0;0;0;0;0;0;0;0;0;1
ovlastiti;0;0;0;0;0;0;0;0;0;1
dopustiti;0;0;0;0;0;0;0;0;0;1
odobren;1;0;0;0;0;0;0;0;0;0
ovlašten;1;0;0;0;0;0;0;0;0;0
autokratski;0;1;0;0;0;0;0;0;0;0
apsolutisti?ki;0;1;0;0;0;0;0;0;0;0
automatski;0;0;0;0;0;0;0;0;0;1
obdukcija;0;1;0;0;1;1;0;1;0;0
lavina;0;1;0;0;0;1;0;1;1;0
pohlepa;0;1;1;0;1;0;0;0;0;0
gramzljivost;0;1;1;0;1;0;0;0;0;0
avatar;1;0;0;0;0;0;0;0;0;0
inkarnacija božanstva;1;0;0;0;0;0;0;0;0;0
osvetnik;0;1;1;0;0;0;0;0;0;0
nesklon;0;1;1;0;1;1;0;0;0;0
averzija;0;1;1;0;1;1;0;0;0;0
mrskost;0;1;1;0;1;1;0;0;0;0
antipatija;0;1;1;0;1;1;0;0;0;0
nesklonost;0;1;1;0;1;1;0;0;0;0
nenaklonost;0;1;1;0;1;1;0;0;0;0
izbje?i;0;1;0;0;0;1;0;0;0;0
izbjegavanje;0;1;0;0;0;1;0;0;0;0
izbjegavaju?i;0;0;0;0;0;1;0;0;0;0
?ekati;0;0;0;1;0;0;0;0;0;0
nagrada;1;0;0;1;0;0;1;0;1;1
grozan;0;1;1;0;1;1;0;1;0;0
užasan;0;1;1;0;1;1;0;1;0;0
nezgrapnost;0;1;0;0;1;0;0;0;0;0
neugodnost;0;1;0;0;1;0;0;0;0;0
pogrešno;0;1;0;0;0;0;0;0;0;0
aksiom;0;0;0;0;0;0;0;0;0;1
aksiomatski;0;0;0;0;0;0;0;0;0;1
da;1;0;0;0;0;0;0;0;0;0
u redu;1;0;0;0;0;0;0;0;0;0
da;1;0;0;0;0;0;0;0;0;0
blebetati;0;1;0;0;0;0;0;0;0;0
brbljati;0;1;0;0;0;0;0;0;0;0
lupetati;0;1;0;0;0;0;0;0;0;0
blebetaju?i;0;1;0;0;0;0;0;0;0;0
brbljaju?i;0;1;0;0;0;0;0;0;0;0
lupetaju?i;0;1;0;0;0;0;0;0;0;0
babun;0;1;0;0;1;0;0;0;0;0
pavijan;0;1;0;0;1;0;0;0;0;0
beba;1;0;0;0;0;0;1;0;0;0
dijete;1;0;0;0;0;0;1;0;0;0
dadilja;0;0;0;0;0;0;0;0;0;1
bakalaureat;1;0;0;0;0;0;0;0;0;0
oslonac;1;0;1;0;0;0;0;0;0;1
okosnica;1;0;1;0;0;0;0;0;0;1
investitor;0;0;0;0;0;0;0;0;0;1
zaostao;0;1;0;0;0;0;0;0;0;0
zaostao;0;1;0;0;1;0;0;0;0;0
žabokre?ina;0;1;0;0;0;0;0;1;0;0
zaba?en;0;1;0;0;0;0;0;1;0;0
bakterije;0;1;0;0;1;1;0;1;0;0
bakterija;0;1;0;0;1;1;0;0;0;0
loš;0;1;1;0;1;1;0;1;0;0
bedž;0;0;0;0;0;0;0;0;0;1
zna?ka;0;0;0;0;0;0;0;0;0;1
gnjaviti;0;1;1;0;0;0;0;0;0;0
maltretirati;0;1;1;0;0;0;0;0;0;0
loše;0;1;0;0;0;0;0;1;0;0
zlo?a;0;1;1;0;1;1;0;0;0;0
sudski izvršitelj;0;1;0;0;0;1;0;0;0;1
mamac;0;1;0;0;0;1;0;0;0;1
ravnoteža;1;0;0;0;0;0;0;0;0;0
uravnotežen;1;0;0;0;0;0;0;0;0;0
patnja;0;1;0;0;0;1;0;0;0;0
zlo;0;1;0;0;0;1;0;0;0;0
oklijevati;0;1;0;0;0;0;0;0;0;0
balada;1;0;0;0;0;0;0;0;0;0
balet;1;0;0;0;0;0;0;0;0;0
glasovanje;1;0;0;1;0;0;0;0;0;1
glasovati;1;0;0;1;0;0;0;0;0;1
glasa?ki listi?;1;0;0;1;0;0;0;0;0;1
balzam;1;1;0;1;0;0;1;0;0;0
balzam;1;0;0;0;0;0;0;0;0;0
zabraniti;0;1;0;0;0;0;0;0;0;0
ukinuti;0;1;0;0;0;0;0;0;0;0
bandit;0;1;0;0;0;0;0;0;0;0
prokletstvo;0;1;1;0;1;1;0;0;0;0
propast;0;1;1;0;1;1;0;0;0;0
nesre?a;0;1;1;0;1;1;0;0;0;0
prasak;0;1;1;0;1;1;0;1;1;0
petarda;0;1;1;1;0;1;0;0;1;0
protjerati;0;1;1;0;1;1;0;1;0;0
prognati;0;1;1;0;1;1;0;1;0;0
izgnati;0;1;1;0;1;1;0;1;0;0
izop?iti;0;1;1;0;1;1;0;1;0;0
prognan;0;1;1;0;0;1;0;1;0;0
protjeran;0;1;1;0;0;1;0;1;0;0
izgnan;0;1;1;0;0;1;0;1;0;0
izop?en;0;1;1;0;0;1;0;1;0;0
progonstvo;0;1;1;0;1;0;0;1;0;0
izgnanstvo;0;1;1;0;1;0;0;1;0;0
izop?enje;0;1;1;0;1;0;0;1;0;0
banka;0;0;0;0;0;0;0;0;0;1
bankar;0;0;0;0;0;0;0;0;0;1
bankrotirati;0;1;0;0;0;1;0;1;0;0
oti?i u ste?aj;0;1;0;0;0;1;0;1;0;0
ste?aj;0;1;1;0;1;1;0;1;0;0
bankrot;0;1;1;0;1;1;0;1;0;0
banket;1;0;0;1;0;0;1;0;0;0
glasnica smrti;0;1;1;0;1;1;0;1;0;0
krštenje;1;0;0;0;0;0;0;0;0;0
krsni;1;0;0;0;0;0;1;0;0;0
bodlja;0;1;1;0;0;0;0;0;0;0
barbar;0;1;0;0;0;1;0;0;0;0
divljak;0;1;0;0;0;1;0;0;0;0
barbarski;0;1;1;0;1;1;0;0;0;0
divlja?ki;0;1;1;0;1;1;0;0;0;0
barbarizam;0;1;0;0;0;0;0;0;0;0
divljaštvo;0;1;0;0;0;0;0;0;0;0
bard;1;0;0;0;0;0;0;0;0;0
povratiti;0;0;0;0;1;0;0;0;0;0
povra?ati;0;0;0;0;1;0;0;0;0;0
rigati;0;0;0;0;1;0;0;0;0;0
bljuvati;0;0;0;0;1;0;0;0;0;0
izrigati;0;0;0;0;1;0;0;0;0;0
pobljuvati;0;0;0;0;1;0;0;0;0;0
porigati;0;0;0;0;1;0;0;0;0;0
bljuvotina;0;0;0;0;1;0;0;0;0;0
rigotina;0;0;0;0;1;0;0;0;0;0
pogodba;1;0;0;0;0;0;0;0;0;1
lajati;0;1;1;0;0;0;0;0;0;0
zabranjeno;0;1;0;0;0;0;0;0;0;0
jalov;0;1;0;0;0;0;0;1;0;0
neplodan;0;1;0;0;0;0;0;1;0;0
barikada;0;1;0;0;0;1;0;0;0;0
prepreka;0;1;1;0;0;0;0;0;0;0
zapreka;0;1;1;0;0;0;0;0;0;0
mogila;0;0;0;0;1;0;0;0;0;0
barmen;0;0;0;0;0;0;0;0;0;1
šanker;0;0;0;0;0;0;0;0;0;1
konobar;0;0;0;0;0;0;0;0;0;1
trampiti;0;0;0;0;0;0;0;0;0;1
razmjena;0;0;0;0;0;0;0;0;0;1
baza;0;0;0;0;0;0;0;0;0;1
temelj;0;0;0;0;0;0;0;0;0;1
osnova;0;0;0;0;0;0;0;0;0;1
neutemeljen;0;1;0;0;0;0;0;0;0;0
neosnovan;0;1;0;0;0;0;0;0;0;0
košarka;1;0;0;1;0;0;1;0;0;0
kopile;0;1;0;0;1;0;0;1;0;0
gad;0;1;0;0;1;0;0;1;0;0
bedem;1;0;1;0;0;0;0;0;0;0
kupka;1;0;0;0;0;0;0;0;0;0
kada;1;0;0;0;0;0;0;0;0;0
bataljon;0;0;1;0;0;0;0;0;0;0
bataljun;0;0;1;0;0;0;0;0;0;0
bojna;0;0;1;0;0;0;0;0;0;0
udarati;0;1;1;0;0;1;0;0;0;0
mlatiti;0;1;1;0;0;1;0;0;0;0
pohaban;0;1;0;0;0;1;0;1;0;0
izmu?en;0;1;0;0;0;1;0;1;0;0
fizi?ki napad;0;1;1;0;0;0;0;0;0;0
borba;0;1;1;0;0;0;0;0;0;0
boriti se;0;1;1;0;0;0;0;0;0;0
boriti se;0;1;1;0;0;1;0;1;0;0
bojno polje;0;1;0;0;0;1;0;0;0;0
bojište;0;1;0;0;0;1;0;0;0;0
bojišnica;0;1;0;0;0;1;0;0;0;0
prosta?ki;0;1;0;0;0;0;0;0;0;0
bajuneta;0;1;1;0;0;1;0;0;0;0
bajunet;0;1;1;0;0;1;0;0;0;0
bajonet;0;1;1;0;0;1;0;0;0;0
plaža;0;0;0;0;0;0;1;0;0;0
sijati;1;0;0;0;0;0;1;0;0;0
sijaju?i;1;0;0;1;0;0;1;0;0;0
medvjed;0;0;1;0;0;1;0;0;0;0
nositelj;0;1;0;0;0;0;0;0;0;0
grub;0;0;1;0;0;1;0;0;0;0
zvijer;0;1;1;0;0;1;0;0;0;0
životinjski;0;1;0;0;1;1;0;0;0;0
zvjerski;0;1;0;0;1;1;0;0;0;0
premla?ivanje;0;1;1;0;0;1;0;1;0;0
mla?enje;0;1;1;0;0;1;0;1;0;0
batinanje;0;1;1;0;0;1;0;1;0;0
uljepšavanje;1;0;0;0;0;0;1;0;0;1
poljepšavanje;1;0;0;0;0;0;1;0;0;1
lijep;1;0;0;0;0;0;1;0;0;0
uljepšati;1;0;0;0;0;0;1;0;0;0
poljepšati;1;0;0;0;0;0;1;0;0;0
ljepota;1;0;0;0;0;0;1;0;0;0
temelj;1;0;0;0;0;0;0;0;0;1
p?ela;0;0;1;0;0;1;0;0;0;0
pivo;1;0;0;0;0;0;1;0;0;0
zadesiti;0;1;0;0;0;0;0;0;0;0
prikladan;1;0;0;0;0;0;0;0;0;0
doli?an;1;0;0;0;0;0;0;0;0;0
sprijateljiti se;1;0;0;0;0;0;1;0;0;1
preklinjati;0;1;0;0;0;0;0;1;0;0
prosjak;0;1;0;0;0;0;0;1;0;0
prosja?enje;0;1;0;0;0;0;0;0;0;0
zapo?et;0;0;0;1;0;0;0;0;0;0
monstrum;0;1;0;0;0;1;0;0;0;0
dužan;0;1;0;0;0;0;0;0;0;0
zakašnjeli;0;1;0;0;0;0;0;0;0;0
vjerovan;0;0;0;0;0;0;0;0;0;1
vjernik;0;0;0;0;0;0;0;0;0;1
pristalica;0;0;0;0;0;0;0;0;0;1
pristaša;0;0;0;0;0;0;0;0;0;1
vjeruju?i;1;0;0;0;0;0;0;0;0;1
omalovažiti;0;1;1;0;1;1;0;1;0;0
obezvrijediti;0;1;1;0;1;1;0;1;0;0
ratoboran;0;1;1;0;0;1;0;0;0;0
mijeh;0;0;1;0;0;0;0;0;0;0
tu?i remenom;0;1;1;0;0;1;0;0;0;0
derati se;0;1;1;0;0;1;0;0;0;0
opijanje;0;1;0;0;0;0;0;0;0;0
dobrotvor;1;0;0;0;0;0;0;0;0;1
dobro?initelj;1;0;0;0;0;0;0;0;0;1
blagotvoran;1;0;0;0;0;0;0;0;0;0
koristan;1;0;0;0;0;0;0;0;0;0
dobrotvoran;1;0;0;0;0;0;0;0;0;0
korist;1;0;0;0;0;0;0;0;0;0
prednost;1;0;0;0;0;0;0;0;0;0
dobronamjernost;1;0;0;0;0;0;1;0;0;1
dobro?instvo;1;0;0;0;0;0;1;0;0;1
dobrohotnost;1;0;0;0;0;0;1;0;0;1
blagonaklonost;1;0;0;0;0;0;1;0;0;1
benigni;1;0;0;0;0;0;1;0;0;0
dobro?udan;1;0;0;0;0;0;1;0;0;0
ostavština;0;0;0;0;0;0;0;0;0;1
nasljedstvo;0;0;0;0;0;0;0;0;0;1
ožaloš?en;0;1;0;0;0;0;0;1;0;0
težak gubitak;0;1;0;0;0;0;0;1;0;0
žalovanje;0;1;0;0;0;0;0;1;0;0
lišen;0;1;0;0;0;0;0;0;0;0
ožaloš?en;0;1;0;0;0;0;0;0;0;0
poludjeli;0;1;1;0;0;0;0;0;0;0
divlja?ki;0;1;1;0;0;0;0;0;0;0
ležaj;1;0;0;0;0;0;0;0;0;0
zvjerski;0;1;0;0;1;1;0;0;0;0
izdati;0;1;1;0;1;0;0;1;1;0
izdaja;0;1;1;0;1;0;0;1;0;0
zaru?en;1;0;0;1;0;0;1;0;0;1
poboljšanje;1;0;0;0;0;0;0;0;0;0
pi?e;1;0;0;0;0;0;0;0;0;0
?uvati se;0;1;0;1;0;1;0;0;0;0
zbunjen;0;1;0;0;0;1;0;0;1;0
zbunjenost;0;0;0;0;0;1;0;0;1;0
pristranost;0;1;1;0;0;0;0;0;0;0
predrasuda;0;1;1;0;0;0;0;0;0;0
pristran;0;1;0;0;0;0;0;0;0;0
biblijski;1;0;0;0;0;0;0;0;0;0
sva?anje;0;1;1;0;1;0;0;0;0;0
dvogodišnji;0;0;0;1;0;0;0;0;0;0
mrtva?ka nosila;0;1;0;0;0;1;0;1;0;0
netrpeljiva osoba;0;1;1;0;1;1;0;0;0;0
osoba puna predrasuda;0;1;1;0;1;1;0;0;0;0
zatucana osoba;0;1;1;0;1;1;0;0;0;0
netrpeljiv;0;1;1;0;1;1;0;1;0;0
žu?;0;1;1;0;1;0;0;0;0;0
bilingvalni;1;0;0;0;0;0;0;0;0;0
dvojezi?ni;1;0;0;0;0;0;0;0;0;0
biopsija;0;1;0;0;0;1;0;0;0;0
šibati;0;1;1;0;1;1;0;0;0;0
ro?enje;1;0;0;1;0;1;1;0;0;1
ro?endan;1;0;0;1;0;0;1;0;1;0
mjesto ro?enja;0;1;1;0;0;0;0;0;0;0
kuja;0;1;1;0;1;1;0;1;0;0
gristi;0;1;0;0;0;0;0;0;0;0
zagristi;0;1;0;0;0;0;0;0;0;0
ugristi;0;1;0;0;0;0;0;0;0;0
ogor?eno;0;1;1;0;1;0;0;1;0;0
gor?ina;0;1;1;0;1;0;0;1;0;0
bizaran;0;1;0;0;0;0;0;0;1;0
crn;0;1;0;0;0;0;0;1;0;0
ucijeniti;0;1;0;0;0;0;0;0;0;0
ucjena;0;1;1;0;0;1;0;0;0;0
crnilo;0;1;0;0;0;1;0;1;0;0
krivica;0;1;1;0;1;0;0;0;0;0
krivnja;0;1;1;0;1;0;0;0;0;0
kriviti;0;1;1;0;1;0;0;0;0;0
besprijekoran;1;0;0;0;0;0;0;0;0;0
nezanimljiv;0;1;0;0;0;0;0;0;0;0
dosadan;0;1;0;0;0;0;0;0;0;0
pokriva?;0;0;0;0;0;0;0;0;0;1
deka;0;0;0;0;0;0;0;0;0;1
bogohulan;0;1;1;0;1;0;0;0;0;0
blasfemi?an;0;1;1;0;1;0;0;0;0;0
pogrdan;0;1;1;0;1;0;0;0;0;0
bogohuljenje;0;1;1;0;0;0;0;0;0;0
blasfemija;0;1;1;0;0;0;0;0;0;0
huljenje;0;1;1;0;0;0;0;0;0;0
pogrda;0;1;1;0;0;0;0;0;0;0
eksplozija;0;1;1;0;0;1;0;0;1;0
kreštav;0;1;1;0;1;0;0;0;0;0
brbljanje;0;1;0;0;0;0;0;0;0;0
blebetanje;0;1;0;0;0;0;0;0;0;0
lupetanje;0;1;0;0;0;0;0;0;0;0
brbljati;0;1;0;0;0;0;0;0;0;0
blebetati;0;1;0;0;0;0;0;0;0;0
lupetati;0;1;0;0;0;0;0;0;0;0
požar;0;1;1;0;0;0;0;0;0;0
buktinja;0;1;1;0;0;0;0;0;0;0
buktjeti;0;1;1;0;0;0;0;0;0;0
pust;0;1;0;0;0;0;0;1;0;0
turoban;0;1;0;0;0;0;0;1;0;0
sumoran;0;1;0;0;0;0;0;1;0;0
krvarenje;0;1;0;0;1;1;0;1;0;0
nedostatak;0;1;1;0;1;1;0;1;0;0
mana;0;1;1;0;1;1;0;1;0;0
mrlja;0;1;1;0;1;1;0;1;0;0
blagosloviti;1;0;0;1;0;0;1;0;0;1
blažen;1;0;0;0;0;0;1;0;0;0
blagoslovljen;1;0;0;0;0;0;1;0;0;0
blagoslov;1;0;0;1;0;0;1;0;0;1
blagoslovi;1;0;0;1;0;0;1;0;1;1
pošast;0;1;0;0;1;1;0;1;0;0
zaraza;0;1;0;0;1;1;0;1;0;0
uništen;0;1;0;0;1;0;0;1;0;0
slijep;0;1;0;0;0;0;0;0;0;0
zaslijepljen;0;1;0;0;0;0;0;0;0;0
povez preko o?iju;0;0;0;1;0;1;0;0;1;0
povez za o?i;0;0;0;1;0;1;0;0;1;0
slijepo;0;1;0;0;0;0;0;1;0;0
slijepilo;0;1;0;0;0;0;0;1;0;0
sljepo?a;0;1;0;0;0;0;0;1;0;0
blaženstvo;1;0;0;0;0;0;1;0;0;0
sre?a;1;0;0;0;0;0;1;0;0;0
blažen;1;0;0;0;0;0;1;0;0;0
sretan;1;0;0;0;0;0;1;0;0;0
žulj;0;1;0;0;1;0;0;0;0;0
iznenadan napad;0;0;0;0;0;0;0;0;1;0
ote?en;0;1;0;0;1;0;0;0;0;0
nadut;0;1;0;0;1;0;0;0;0;0
debeli;0;1;0;0;1;1;0;0;0;0
blokada;0;1;1;0;0;1;0;1;0;0
blijed;1;0;0;0;0;0;0;0;0;0
beskrvan;1;0;0;0;0;0;0;0;0;0
krvoproli?e;0;1;1;0;1;1;0;1;1;0
pokolj;0;1;1;0;1;1;0;1;1;0
krvožedan;0;1;1;0;1;1;0;0;0;0
